"geneId"	"seqnames"	"start"	"end"	"geneStrand"	"annotation"	"group"	"gene_name"
"ENSMUSG00000024598.9"	"chr18"	57992096	57992135	2	"Distal Intergenic"	"z-dna"	"Fbn2"
"ENSMUSG00000024600.8"	"chr18"	58450615	58450635	1	"Distal Intergenic"	"z-dna"	"Slc27a6"
"ENSMUSG00000024619.8"	"chr18"	61035809	61035823	2	"Promoter (<=1kb)"	"z-dna"	"Cdx1"
"ENSMUSG00000024639.5"	"chr19"	16084091	16084104	1	"Distal Intergenic"	"z-dna"	"Gnaq"
"ENSMUSG00000024640.9"	"chr19"	15898575	15898601	2	"Distal Intergenic"	"z-dna"	"Psat1"
"ENSMUSG00000024646.14"	"chr18"	84838528	84838542	1	"Promoter (<=1kb)"	"z-dna"	"Cyb5a"
"ENSMUSG00000024647.14"	"chr18"	86711526	86711541	1	"Promoter (<=1kb)"	"z-dna"	"Cbln2"
"ENSMUSG00000024659.15"	"chr19"	20375812	20375902	2	"Promoter (<=1kb)"	"z-dna"	"Anxa1"
"ENSMUSG00000024663.20"	"chr19"	10018313	10018329	1	"Promoter (<=1kb)"	"z-dna"	"Rab3il1"
"ENSMUSG00000024664.5"	"chr19"	10041277	10041293	1	"Promoter (<=1kb)"	"z-dna"	"Fads3"
"ENSMUSG00000024682.3"	"chr19"	11731948	11731964	1	"Distal Intergenic"	"z-dna"	"Cblif"
"ENSMUSG00000024697.4"	"chr19"	16431844	16431889	1	"Distal Intergenic"	"z-dna"	"Gna14"
"ENSMUSG00000024713.16"	"chr19"	17837042	17837059	2	"Promoter (<=1kb)"	"z-dna"	"Pcsk5"
"ENSMUSG00000024727.9"	"chr19"	18749916	18749932	1	"Promoter (<=1kb)"	"z-dna"	"Trpm6"
"ENSMUSG00000024743.16"	"chr19"	10389066	10389086	1	"Promoter (<=1kb)"	"z-dna"	"Syt7"
"ENSMUSG00000024754.13"	"chr19"	21777851	21777872	1	"Promoter (<=1kb)"	"z-dna"	"Cemip2"
"ENSMUSG00000024761.3"	"chr19"	7668348	7668369	1	"Promoter (<=1kb)"	"z-dna"	"Gm16437"
"ENSMUSG00000024767.11"	"chr19"	7165156	7165171	2	"Intron (ENSMUST00000040261.6/ENSMUSG00000036278.7, intron 3 of 10)"	"z-dna"	"Otub1"
"ENSMUSG00000024769.7"	"chr19"	6306726	6306738	1	"Promoter (<=1kb)"	"z-dna"	"Cdc42bpg"
"ENSMUSG00000024776.18"	"chr19"	34228392	34228406	1	"Intron (ENSMUST00000054956.14/ENSMUSG00000024776.18, intron 3 of 10)"	"z-dna"	"Stambpl1"
"ENSMUSG00000024780.7"	"chr19"	28996008	28996080	1	"Intron (ENSMUST00000225310.1/ENSMUSG00000024780.7, intron 2 of 6)"	"z-dna"	"Cdc37l1"
"ENSMUSG00000024793.14"	"chr4"	152116260	152116276	1	"Promoter (<=1kb)"	"z-dna"	"Tnfrsf25"
"ENSMUSG00000024797.14"	"chr19"	6071048	6071064	2	"Promoter (1-2kb)"	"z-dna"	"Vps51"
"ENSMUSG00000024812.11"	"chr19"	24224707	24224721	2	"Promoter (<=1kb)"	"z-dna"	"Tjp2"
"ENSMUSG00000024837.15"	"chr19"	25506421	25506438	1	"Promoter (<=1kb)"	"z-dna"	"Dmrt1"
"ENSMUSG00000024851.14"	"chr19"	4101074	4101088	1	"Promoter (<=1kb)"	"z-dna"	"Pitpnm1"
"ENSMUSG00000024892.17"	"chr19"	4602630	4602642	1	"Intron (ENSMUST00000068004.12/ENSMUSG00000024892.17, intron 6 of 20)"	"z-dna"	"Pcx"
"ENSMUSG00000024897.9"	"chr19"	23758347	23758362	1	"Promoter (<=1kb)"	"z-dna"	"Apba1"
"ENSMUSG00000024899.7"	"chr19"	32595960	32595972	1	"Promoter (<=1kb)"	"z-dna"	"Papss2"
"ENSMUSG00000024901.15"	"chr19"	4942725	4942746	2	"Promoter (<=1kb)"	"z-dna"	"Peli3"
"ENSMUSG00000024909.15"	"chr19"	5474743	5474759	1	"Promoter (<=1kb)"	"z-dna"	"Efemp2"
"ENSMUSG00000024913.16"	"chr19"	3686124	3686138	2	"Promoter (<=1kb)"	"z-dna"	"Lrp5"
"ENSMUSG00000024922.2"	"chr19"	5560731	5560743	2	"Promoter (<=1kb)"	"z-dna"	"Ovol1"
"ENSMUSG00000024924.14"	"chr19"	27217073	27217096	1	"Promoter (<=1kb)"	"z-dna"	"Vldlr"
"ENSMUSG00000024935.11"	"chr19"	28835002	28835016	1	"Promoter (<=1kb)"	"z-dna"	"Slc1a1"
"ENSMUSG00000024940.11"	"chr19"	5745942	5745954	1	"Promoter (<=1kb)"	"z-dna"	"Ltbp3"
"ENSMUSG00000024953.17"	"chr19"	6897046	6897058	2	"Distal Intergenic"	"z-dna"	"Prdx5"
"ENSMUSG00000024957.9"	"chr19"	6933638	6933657	2	"Promoter (<=1kb)"	"z-dna"	"Kcnk4"
"ENSMUSG00000024968.14"	"chr19"	7267237	7267255	1	"Promoter (<=1kb)"	"z-dna"	"Rcor2"
"ENSMUSG00000024978.11"	"chr19"	55054142	55054163	2	"Distal Intergenic"	"z-dna"	"Gpam"
"ENSMUSG00000024985.20"	"chr19"	55695867	55695893	1	"Distal Intergenic"	"z-dna"	"Tcf7l2"
"ENSMUSG00000024987.6"	"chr19"	37693097	37693115	1	"Exon (ENSMUST00000073391.4/ENSMUSG00000062432.4, exon 6 of 6)"	"z-dna"	"Cyp26a1"
"ENSMUSG00000024990.13"	"chr19"	38124787	38124809	2	"Promoter (<=1kb)"	"z-dna"	"Rbp4"
"ENSMUSG00000024998.17"	"chr19"	38481280	38481297	1	"Promoter (<=1kb)"	"z-dna"	"Plce1"
"ENSMUSG00000025006.18"	"chr19"	40306218	40306262	2	"Intron (ENSMUST00000239304.1/ENSMUSG00000025006.18, intron 17 of 19)"	"z-dna"	"Sorbs1"
"ENSMUSG00000025020.11"	"chr19"	41600574	41600592	2	"3' UTR"	"z-dna"	"Slit1"
"ENSMUSG00000025025.14"	"chr19"	53329761	53329775	1	"Promoter (<=1kb)"	"z-dna"	"Mxi1"
"ENSMUSG00000025035.9"	"chr19"	46542489	46542501	2	"Promoter (<=1kb)"	"z-dna"	"Arl3"
"ENSMUSG00000025041.17"	"chr19"	46986128	46986145	2	"Intron (ENSMUST00000172239.2/ENSMUSG00000025041.17, intron 1 of 17)"	"z-dna"	"Nt5c2"
"ENSMUSG00000025056.4"	"chrX"	86192449	86192467	1	"Promoter (<=1kb)"	"z-dna"	"Nr0b1"
"ENSMUSG00000025064.15"	"chr19"	47655289	47655303	2	"Intron (ENSMUST00000026045.13/ENSMUSG00000025064.15, intron 36 of 53)"	"z-dna"	"Col17a1"
"ENSMUSG00000025082.8"	"chr19"	56874554	56874571	1	"Promoter (<=1kb)"	"z-dna"	"Vwa2"
"ENSMUSG00000025083.18"	"chr19"	56971988	56972003	2	"Intron (ENSMUST00000118800.7/ENSMUSG00000025083.18, intron 1 of 18)"	"z-dna"	"Afap1l2"
"ENSMUSG00000025085.16"	"chr19"	57197418	57197430	2	"Promoter (<=1kb)"	"z-dna"	"Ablim1"
"ENSMUSG00000025089.15"	"chr19"	58453886	58453901	2	"Promoter (<=1kb)"	"z-dna"	"Gfra1"
"ENSMUSG00000025091.4"	"chr19"	58771844	58771892	1	"Intron (ENSMUST00000026081.4/ENSMUSG00000025091.4, intron 9 of 11)"	"z-dna"	"Pnliprp2"
"ENSMUSG00000025092.7"	"chr19"	58832658	58832672	2	"Intron (ENSMUST00000066285.5/ENSMUSG00000025092.7, intron 1 of 11)"	"z-dna"	"Hspa12a"
"ENSMUSG00000025104.13"	"chr7"	81933868	81933882	2	"Promoter (<=1kb)"	"z-dna"	"Hdgfl3"
"ENSMUSG00000025105.10"	"chr7"	81992174	81992186	2	"Promoter (<=1kb)"	"z-dna"	"Bnc1"
"ENSMUSG00000025128.7"	"chr3"	18054726	18054752	1	"Promoter (<=1kb)"	"z-dna"	"Bhlhe22"
"ENSMUSG00000025139.14"	"chr7"	141924340	141924352	2	"Distal Intergenic"	"z-dna"	"Tollip"
"ENSMUSG00000025161.16"	"chr11"	120949626	120949640	1	"Promoter (<=1kb)"	"z-dna"	"Slc16a3"
"ENSMUSG00000025170.13"	"chr11"	121388177	121388193	2	"Promoter (<=1kb)"	"z-dna"	"Rab40b"
"ENSMUSG00000025185.14"	"chr19"	42604293	42604307	2	"Promoter (<=1kb)"	"z-dna"	"Loxl4"
"ENSMUSG00000025188.15"	"chr19"	42782382	42782394	2	"Promoter (2-3kb)"	"z-dna"	"Hps1"
"ENSMUSG00000025189.9"	"chr19"	43440313	43440332	1	"Promoter (<=1kb)"	"z-dna"	"Cnnm1"
"ENSMUSG00000025195.9"	"chr19"	43879624	43879646	2	"Promoter (<=1kb)"	"z-dna"	"Dnmbp"
"ENSMUSG00000025207.16"	"chr19"	44989036	44989053	1	"Promoter (<=1kb)"	"z-dna"	"Sema4g"
"ENSMUSG00000025213.11"	"chr19"	45080520	45080534	1	"Intron (ENSMUST00000236133.1/ENSMUSG00000117848.1, intron 2 of 4)"	"z-dna"	"Kazald1"
"ENSMUSG00000025215.10"	"chr19"	45150878	45150904	1	"Promoter (<=1kb)"	"z-dna"	"Tlx1"
"ENSMUSG00000025216.9"	"chr19"	45202950	45202963	2	"Distal Intergenic"	"z-dna"	"Lbx1"
"ENSMUSG00000025218.6"	"chr19"	45541476	45541493	2	"Distal Intergenic"	"z-dna"	"Poll"
"ENSMUSG00000025219.13"	"chr19"	45743370	45743387	2	"Promoter (<=1kb)"	"z-dna"	"Fgf8"
"ENSMUSG00000025221.16"	"chr19"	45797034	45797062	2	"Promoter (<=1kb)"	"z-dna"	"Kcnip2"
"ENSMUSG00000025229.15"	"chr19"	46136957	46136974	2	"Promoter (<=1kb)"	"z-dna"	"Pitx3"
"ENSMUSG00000025255.18"	"chr3"	5219633	5219652	1	"Promoter (1-2kb)"	"z-dna"	"Zfhx4"
"ENSMUSG00000025265.14"	"chrX"	151047029	151047043	1	"Promoter (<=1kb)"	"z-dna"	"Fgd1"
"ENSMUSG00000025316.16"	"chr8"	122086224	122086240	1	"Intron (ENSMUST00000127664.1/ENSMUSG00000092329.1, intron 1 of 15)"	"z-dna"	"Banp"
"ENSMUSG00000025318.13"	"chr8"	121729902	121729916	1	"Promoter (<=1kb)"	"z-dna"	"Jph3"
"ENSMUSG00000025323.10"	"chr12"	118364937	118364958	2	"Distal Intergenic"	"z-dna"	"Sp4"
"ENSMUSG00000025329.3"	"chr4"	140835640	140835718	2	"Intron (ENSMUST00000026378.3/ENSMUSG00000025329.3, intron 1 of 15)"	"z-dna"	"Padi1"
"ENSMUSG00000025370.7"	"chr15"	16708144	16708235	1	"Distal Intergenic"	"z-dna"	"Cdh9"
"ENSMUSG00000025372.16"	"chr11"	119957270	119957286	1	"Promoter (2-3kb)"	"z-dna"	"Baiap2"
"ENSMUSG00000025375.15"	"chr11"	120012001	120012030	2	"Promoter (<=1kb)"	"z-dna"	"Aatk"
"ENSMUSG00000025380.2"	"chr11"	120362560	120362578	1	"Promoter (1-2kb)"	"z-dna"	"Fscn2"
"ENSMUSG00000025401.9"	"chr10"	127715827	127715841	1	"Intron (ENSMUST00000079590.6/ENSMUSG00000025401.9, intron 19 of 26)"	"z-dna"	"Myo1a"
"ENSMUSG00000025404.15"	"chr10"	127420061	127420114	1	"Promoter (<=1kb)"	"z-dna"	"R3hdm2"
"ENSMUSG00000025407.7"	"chr10"	127340290	127340302	2	"Promoter (<=1kb)"	"z-dna"	"Gli1"
"ENSMUSG00000025420.13"	"chr18"	76985019	76985054	2	"Intron (ENSMUST00000126153.7/ENSMUSG00000025420.13, intron 13 of 15)"	"z-dna"	"Katnal2"
"ENSMUSG00000025422.10"	"chr10"	127079629	127079646	1	"Promoter (<=1kb)"	"z-dna"	"Agap2"
"ENSMUSG00000025425.18"	"chr18"	77185355	77185372	1	"Promoter (<=1kb)"	"z-dna"	"St8sia5"
"ENSMUSG00000025427.15"	"chr18"	77503894	77503968	2	"Promoter (1-2kb)"	"z-dna"	"Rnf165"
"ENSMUSG00000025429.9"	"chr18"	77794839	77794853	1	"Promoter (<=1kb)"	"z-dna"	"Pstpip2"
"ENSMUSG00000025431.4"	"chr17"	40334352	40334364	2	"Distal Intergenic"	"z-dna"	"Crisp1"
"ENSMUSG00000025433.7"	"chr17"	40266457	40266509	2	"Distal Intergenic"	"z-dna"	"Crisp3"
"ENSMUSG00000025461.11"	"chr7"	140224712	140224726	1	"Promoter (<=1kb)"	"z-dna"	"Cd163l1"
"ENSMUSG00000025468.15"	"chr7"	140070096	140070112	2	"3' UTR"	"z-dna"	"Caly"
"ENSMUSG00000025469.10"	"chr7"	140061443	140061462	2	"Distal Intergenic"	"z-dna"	"Msx3"
"ENSMUSG00000025474.9"	"chr7"	140021076	140021089	2	"Intron (ENSMUST00000210224.1/ENSMUSG00000025474.9, intron 4 of 16)"	"z-dna"	"Tubgcp2"
"ENSMUSG00000025475.17"	"chr7"	139834223	139834238	1	"Promoter (<=1kb)"	"z-dna"	"Adgra1"
"ENSMUSG00000025478.15"	"chr7"	139086046	139086061	1	"Promoter (<=1kb)"	"z-dna"	"Dpysl4"
"ENSMUSG00000025480.5"	"chr7"	140787269	140787283	2	"Promoter (<=1kb)"	"z-dna"	"Syce1"
"ENSMUSG00000025496.5"	"chr7"	141292119	141292136	1	"Promoter (<=1kb)"	"z-dna"	"Drd4"
"ENSMUSG00000025504.14"	"chr7"	141361561	141361577	1	"Promoter (<=1kb)"	"z-dna"	"Eps8l2"
"ENSMUSG00000025511.15"	"chr7"	141482017	141482035	1	"Promoter (<=1kb)"	"z-dna"	"Tspan4"
"ENSMUSG00000025515.15"	"chr7"	141693617	141693659	1	"Promoter (2-3kb)"	"z-dna"	"Muc2"
"ENSMUSG00000025529.14"	"chrX"	112600610	112600637	1	"Promoter (<=1kb)"	"z-dna"	"Zfp711"
"ENSMUSG00000025551.13"	"chr14"	124193196	124193241	2	"Promoter (<=1kb)"	"z-dna"	"Fgf14"
"ENSMUSG00000025555.14"	"chr14"	121035430	121035444	1	"Promoter (<=1kb)"	"z-dna"	"Farp1"
"ENSMUSG00000025557.10"	"chr14"	121511321	121511338	2	"Intron (ENSMUST00000227974.1/ENSMUSG00000115390.1, intron 2 of 3)"	"z-dna"	"Slc15a1"
"ENSMUSG00000025571.13"	"chr11"	117749545	117749563	1	"Promoter (<=1kb)"	"z-dna"	"Tnrc6c"
"ENSMUSG00000025576.17"	"chr11"	118503308	118503324	2	"Intron (ENSMUST00000117731.7/ENSMUSG00000025576.17, intron 6 of 13)"	"z-dna"	"Rbfox3"
"ENSMUSG00000025577.7"	"chr11"	119022533	119022550	1	"Promoter (<=1kb)"	"z-dna"	"Cbx2"
"ENSMUSG00000025578.9"	"chr11"	119037249	119037266	2	"3' UTR"	"z-dna"	"Cbx8"
"ENSMUSG00000025582.4"	"chr11"	119541189	119541208	2	"3' UTR"	"z-dna"	"Nptx1"
"ENSMUSG00000025583.15"	"chr11"	119603531	119603550	1	"Promoter (<=1kb)"	"z-dna"	"Rptor"
"ENSMUSG00000025586.17"	"chr7"	81453889	81453911	2	"Promoter (<=1kb)"	"z-dna"	"Cpeb1"
"ENSMUSG00000025597.13"	"chrX"	114411669	114411682	1	"Distal Intergenic"	"z-dna"	"Klhl4"
"ENSMUSG00000025608.9"	"chr6"	31563445	31563465	2	"Promoter (<=1kb)"	"z-dna"	"Podxl"
"ENSMUSG00000025658.16"	"chrX"	158007553	158007609	2	"Intron (ENSMUST00000026750.14/ENSMUSG00000025658.16, intron 1 of 21)"	"z-dna"	"Cnksr2"
"ENSMUSG00000025665.16"	"chrX"	111463398	111463410	2	"Promoter (<=1kb)"	"z-dna"	"Rps6ka6"
"ENSMUSG00000025666.16"	"chrX"	81070669	81070693	1	"Promoter (<=1kb)"	"z-dna"	"Tmem47"
"ENSMUSG00000025702.15"	"chr6"	116338107	116338121	1	"Promoter (<=1kb)"	"z-dna"	"Marchf8"
"ENSMUSG00000025716.14"	"chr2"	22275443	22275457	1	"Intron (ENSMUST00000044749.13/ENSMUSG00000025716.14, intron 5 of 33)"	"z-dna"	"Myo3a"
"ENSMUSG00000025727.8"	"chr17"	25952059	25952076	2	"Promoter (<=1kb)"	"z-dna"	"A930017K11Rik"
"ENSMUSG00000025738.8"	"chr17"	25808572	25808591	1	"Promoter (<=1kb)"	"z-dna"	"Fbxl16"
"ENSMUSG00000025739.13"	"chr17"	25717477	25717525	1	"Promoter (<=1kb)"	"z-dna"	"Gng13"
"ENSMUSG00000025743.14"	"chr4"	130792499	130792513	1	"Promoter (<=1kb)"	"z-dna"	"Sdc3"
"ENSMUSG00000025745.12"	"chr5"	30113975	30113987	2	"Exon (ENSMUST00000058045.4/ENSMUSG00000044576.6, exon 4 of 6)"	"z-dna"	"Hadha"
"ENSMUSG00000025764.14"	"chr3"	41555353	41555377	1	"Promoter (<=1kb)"	"z-dna"	"Jade1"
"ENSMUSG00000025774.14"	"chr1"	18114745	18114800	2	"Distal Intergenic"	"z-dna"	"Crisp4"
"ENSMUSG00000025789.9"	"chr7"	74012256	74012272	2	"Promoter (1-2kb)"	"z-dna"	"St8sia2"
"ENSMUSG00000025790.14"	"chr7"	74554190	74554202	2	"Promoter (<=1kb)"	"z-dna"	"Slco3a1"
"ENSMUSG00000025810.9"	"chr8"	128357120	128357132	1	"Promoter (1-2kb)"	"z-dna"	"Nrp1"
"ENSMUSG00000025812.18"	"chr8"	127064003	127064018	1	"Promoter (<=1kb)"	"z-dna"	"Pard3"
"ENSMUSG00000025813.14"	"chr7"	81618478	81618568	2	"Promoter (<=1kb)"	"z-dna"	"Homer2"
"ENSMUSG00000025854.15"	"chr5"	138755146	138755166	1	"Promoter (<=1kb)"	"z-dna"	"Fam20c"
"ENSMUSG00000025855.13"	"chr5"	139129288	139129309	2	"Promoter (<=1kb)"	"z-dna"	"Prkar1b"
"ENSMUSG00000025856.15"	"chr5"	138932475	138932490	2	"Distal Intergenic"	"z-dna"	"Pdgfa"
"ENSMUSG00000025867.8"	"chr13"	54371432	54371444	1	"Promoter (<=1kb)"	"z-dna"	"Cplx2"
"ENSMUSG00000025870.10"	"chr13"	54575372	54575384	1	"Promoter (<=1kb)"	"z-dna"	"Arl10"
"ENSMUSG00000025875.14"	"chr13"	54796438	54796458	1	"Promoter (1-2kb)"	"z-dna"	"Tspan17"
"ENSMUSG00000025876.15"	"chr13"	54949435	54949447	1	"Promoter (<=1kb)"	"z-dna"	"Unc5a"
"ENSMUSG00000025880.11"	"chr18"	75434961	75434973	1	"3' UTR"	"z-dna"	"Smad7"
"ENSMUSG00000025885.18"	"chr18"	74442567	74442593	1	"Promoter (<=1kb)"	"z-dna"	"Myo5b"
"ENSMUSG00000025887.10"	"chr9"	5445218	5445232	1	"Distal Intergenic"	"z-dna"	"Casp12"
"ENSMUSG00000025892.16"	"chr9"	4795763	4795777	2	"Promoter (<=1kb)"	"z-dna"	"Gria4"
"ENSMUSG00000025902.13"	"chr1"	4455068	4455112	2	"Distal Intergenic"	"z-dna"	"Sox17"
"ENSMUSG00000025907.14"	"chr1"	6167058	6167076	1	"Distal Intergenic"	"z-dna"	"Rb1cc1"
"ENSMUSG00000025909.16"	"chr1"	8924812	8924827	2	"Intron (ENSMUST00000132064.7/ENSMUSG00000025909.16, intron 3 of 19)"	"z-dna"	"Sntg1"
"ENSMUSG00000025920.19"	"chr1"	16503437	16503515	2	"Intron (ENSMUST00000162751.7/ENSMUSG00000025920.19, intron 2 of 13)"	"z-dna"	"Stau2"
"ENSMUSG00000025921.7"	"chr1"	16106138	16106154	1	"Promoter (<=1kb)"	"z-dna"	"Rdh10"
"ENSMUSG00000025929.4"	"chr1"	20737135	20737156	1	"Distal Intergenic"	"z-dna"	"Il17a"
"ENSMUSG00000025930.6"	"chr1"	14755284	14755297	2	"Promoter (<=1kb)"	"z-dna"	"Msc"
"ENSMUSG00000025932.14"	"chr1"	14398240	14398257	2	"Distal Intergenic"	"z-dna"	"Eya1"
"ENSMUSG00000025935.10"	"chr1"	13503933	13503945	2	"Distal Intergenic"	"z-dna"	"Tram1"
"ENSMUSG00000025958.14"	"chr1"	64494547	64494560	1	"Distal Intergenic"	"z-dna"	"Creb1"
"ENSMUSG00000025961.1"	"chr1"	63787930	63787954	2	"Distal Intergenic"	"z-dna"	"4933402D24Rik"
"ENSMUSG00000025964.15"	"chr1"	63445848	63445876	1	"Promoter (<=1kb)"	"z-dna"	"Adam23"
"ENSMUSG00000025969.15"	"chr1"	62696718	62696740	1	"Distal Intergenic"	"z-dna"	"Nrp2"
"ENSMUSG00000025977.15"	"chr1"	55362759	55362775	2	"Promoter (<=1kb)"	"z-dna"	"Boll"
"ENSMUSG00000025997.13"	"chr1"	69687328	69687341	2	"Promoter (<=1kb)"	"z-dna"	"Ikzf2"
"ENSMUSG00000026000.16"	"chr1"	67069185	67069198	2	"Distal Intergenic"	"z-dna"	"Lancl1"
"ENSMUSG00000026014.15"	"chr1"	60566692	60566710	2	"Promoter (<=1kb)"	"z-dna"	"Raph1"
"ENSMUSG00000026018.12"	"chr1"	60042964	60042993	2	"Promoter (<=1kb)"	"z-dna"	"Ica1l"
"ENSMUSG00000026027.13"	"chr1"	58974142	58974154	1	"Promoter (<=1kb)"	"z-dna"	"Stradb"
"ENSMUSG00000026028.12"	"chr1"	58940760	58940772	2	"Intron (ENSMUST00000027186.11/ENSMUSG00000026028.12, intron 2 of 15)"	"z-dna"	"Trak2"
"ENSMUSG00000026029.14"	"chr1"	58817482	58817498	1	"Intron (ENSMUST00000027189.14/ENSMUSG00000026029.14, intron 1 of 8)"	"z-dna"	"Casp8"
"ENSMUSG00000026051.8"	"chr1"	43687974	43687986	1	"Distal Intergenic"	"z-dna"	"Ecrg4"
"ENSMUSG00000026058.11"	"chr1"	32017585	32017598	1	"Distal Intergenic"	"z-dna"	"Khdrbs2"
"ENSMUSG00000026062.12"	"chr1"	40681347	40681359	1	"Promoter (<=1kb)"	"z-dna"	"Slc9a2"
"ENSMUSG00000026070.15"	"chr1"	40465613	40465632	1	"Promoter (<=1kb)"	"z-dna"	"Il18r1"
"ENSMUSG00000026072.12"	"chr1"	40170328	40170406	1	"Distal Intergenic"	"z-dna"	"Il1r1"
"ENSMUSG00000026074.15"	"chr1"	39886448	39886465	1	"Distal Intergenic"	"z-dna"	"Map4k4"
"ENSMUSG00000026077.15"	"chr1"	39192736	39192757	1	"Promoter (<=1kb)"	"z-dna"	"Npas2"
"ENSMUSG00000026090.16"	"chr1"	37624421	37624436	2	"Promoter (<=1kb)"	"z-dna"	"2010300C02Rik"
"ENSMUSG00000026113.17"	"chr1"	37380170	37380195	1	"Promoter (2-3kb)"	"z-dna"	"Inpp4a"
"ENSMUSG00000026117.10"	"chr1"	36771008	36771020	1	"Promoter (<=1kb)"	"z-dna"	"Zap70"
"ENSMUSG00000026121.13"	"chr1"	36558102	36558115	2	"Promoter (<=1kb)"	"z-dna"	"Sema4c"
"ENSMUSG00000026131.20"	"chr1"	33908122	33908142	1	"Promoter (<=1kb)"	"z-dna"	"Dst"
"ENSMUSG00000026141.13"	"chr1"	24365990	24366072	2	"Intron (ENSMUST00000144297.1/ENSMUSG00000026141.13, intron 5 of 39)"	"z-dna"	"Col19a1"
"ENSMUSG00000026153.15"	"chr1"	24099753	24099775	2	"Promoter (<=1kb)"	"z-dna"	"Fam135a"
"ENSMUSG00000026155.13"	"chr1"	23949401	23949413	2	"Distal Intergenic"	"z-dna"	"Smap1"
"ENSMUSG00000026156.8"	"chr1"	23762622	23762634	1	"Promoter (<=1kb)"	"z-dna"	"B3gat2"
"ENSMUSG00000026163.17"	"chr1"	83408067	83408079	2	"Promoter (<=1kb)"	"z-dna"	"Sphkap"
"ENSMUSG00000026166.14"	"chr1"	83093313	83093329	1	"Distal Intergenic"	"z-dna"	"Ccl20"
"ENSMUSG00000026167.14"	"chr1"	74792158	74792171	1	"Promoter (<=1kb)"	"z-dna"	"Wnt10a"
"ENSMUSG00000026170.6"	"chr1"	74713789	74713803	1	"Promoter (<=1kb)"	"z-dna"	"Cyp27a1"
"ENSMUSG00000026185.8"	"chr1"	72873693	72873721	2	"Promoter (<=1kb)"	"z-dna"	"Igfbp5"
"ENSMUSG00000026187.9"	"chr1"	72372081	72372095	1	"Intron (ENSMUST00000027379.9/ENSMUSG00000026187.9, intron 16 of 20)"	"z-dna"	"Xrcc5"
"ENSMUSG00000026204.15"	"chr1"	75263745	75263763	2	"Promoter (<=1kb)"	"z-dna"	"Ptprn"
"ENSMUSG00000026207.16"	"chr1"	75375605	75375617	1	"Promoter (<=1kb)"	"z-dna"	"Speg"
"ENSMUSG00000026208.9"	"chr1"	75360585	75360599	1	"Promoter (<=1kb)"	"z-dna"	"Des"
"ENSMUSG00000026211.17"	"chr1"	75505258	75505278	2	"Promoter (<=1kb)"	"z-dna"	"Obsl1"
"ENSMUSG00000026220.6"	"chr1"	84934585	84934611	2	"Promoter (<=1kb)"	"z-dna"	"Slc16a14"
"ENSMUSG00000026223.15"	"chr1"	85875672	85875686	1	"Distal Intergenic"	"z-dna"	"Itm2c"
"ENSMUSG00000026226.16"	"chr1"	86016466	86016478	1	"Promoter (<=1kb)"	"z-dna"	"Spata3"
"ENSMUSG00000026227.11"	"chr1"	86046178	86046192	1	"Promoter (<=1kb)"	"z-dna"	"2810459M11Rik"
"ENSMUSG00000026241.5"	"chr1"	86669752	86669768	2	"Promoter (<=1kb)"	"z-dna"	"Nppc"
"ENSMUSG00000026247.13"	"chr1"	87154039	87154057	2	"Promoter (<=1kb)"	"z-dna"	"Ecel1"
"ENSMUSG00000026249.10"	"chr1"	79858211	79858227	2	"Promoter (<=1kb)"	"z-dna"	"Serpine2"
"ENSMUSG00000026255.15"	"chr1"	87264263	87264277	1	"Promoter (<=1kb)"	"z-dna"	"Efhd1"
"ENSMUSG00000026258.5"	"chr1"	87475511	87475536	1	"Promoter (2-3kb)"	"z-dna"	"Snorc"
"ENSMUSG00000026259.14"	"chr1"	87481486	87481507	2	"Intron (ENSMUST00000027477.14/ENSMUSG00000026259.14, intron 8 of 12)"	"z-dna"	"Ngef"
"ENSMUSG00000026269.14"	"chr1"	92919564	92919579	1	"Promoter (<=1kb)"	"z-dna"	"Rnpepl1"
"ENSMUSG00000026271.15"	"chr1"	92982922	92982941	1	"Exon (ENSMUST00000189697.1/ENSMUSG00000026271.15, exon 3 of 3)"	"z-dna"	"Gpr35"
"ENSMUSG00000026272.6"	"chr1"	93129926	93129993	1	"Distal Intergenic"	"z-dna"	"Agxt"
"ENSMUSG00000026278.14"	"chr1"	93682756	93682768	1	"Promoter (2-3kb)"	"z-dna"	"Bok"
"ENSMUSG00000026301.16"	"chr1"	90077313	90077353	2	"Intron (ENSMUST00000113094.8/ENSMUSG00000026301.16, intron 12 of 18)"	"z-dna"	"Iqca"
"ENSMUSG00000026304.13"	"chr1"	90969051	90969065	2	"Promoter (<=1kb)"	"z-dna"	"Rab17"
"ENSMUSG00000026305.15"	"chr1"	90998331	90998343	1	"Promoter (<=1kb)"	"z-dna"	"Lrrfip1"
"ENSMUSG00000026308.8"	"chr1"	91345173	91345188	1	"Exon (ENSMUST00000088904.9/ENSMUSG00000049515.12, exon 9 of 9)"	"z-dna"	"Klhl30"
"ENSMUSG00000026312.17"	"chr1"	109982391	109982454	1	"Promoter (<=1kb)"	"z-dna"	"Cdh7"
"ENSMUSG00000026315.13"	"chr1"	107589515	107589564	1	"Promoter (<=1kb)"	"z-dna"	"Serpinb8"
"ENSMUSG00000026321.7"	"chr1"	105780479	105780496	1	"Promoter (<=1kb)"	"z-dna"	"Tnfrsf11a"
