"geneId"	"annotation"	"group"	"gene_name"
"ENSMUSG00000015242.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Nipsnap3a"
"ENSMUSG00000015468.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Notch4"
"ENSMUSG00000015533.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Itga2"
"ENSMUSG00000015652.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Steap1"
"ENSMUSG00000015653.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Steap2"
"ENSMUSG00000015957.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Wnt11"
"ENSMUSG00000016624.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Phf21b"
"ENSMUSG00000016756.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cmah"
"ENSMUSG00000016942.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tmprss6"
"ENSMUSG00000017466.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Timp2"
"ENSMUSG00000017491.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rarb"
"ENSMUSG00000017978.18"	"Promoter (2-3kb)"	"sidd_miRNA"	"Cadps2"
"ENSMUSG00000018126.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Baiap2l2"
"ENSMUSG00000018341.12"	"Promoter (2-3kb)"	"sidd_miRNA"	"Il12rb2"
"ENSMUSG00000018845.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Unc45b"
"ENSMUSG00000019312.10"	"Promoter (1-2kb)"	"sidd_miRNA"	"Grb7"
"ENSMUSG00000019577.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pdk4"
"ENSMUSG00000019647.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sema6a"
"ENSMUSG00000019775.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rgs17"
"ENSMUSG00000019796.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lrp11"
"ENSMUSG00000019880.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rspo3"
"ENSMUSG00000019971.10"	"Promoter (2-3kb)"	"sidd_miRNA"	"Cep290"
"ENSMUSG00000019996.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Map7"
"ENSMUSG00000020037.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rfx4"
"ENSMUSG00000020140.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lgr5"
"ENSMUSG00000020176.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Grb10"
"ENSMUSG00000020231.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Dip2a"
"ENSMUSG00000020329.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Polrmt"
"ENSMUSG00000020363.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gfpt2"
"ENSMUSG00000020439.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Smtn"
"ENSMUSG00000020486.19"	"Promoter (<=1kb)"	"sidd_miRNA"	"Septin4"
"ENSMUSG00000020638.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cmpk2"
"ENSMUSG00000020641.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rsad2"
"ENSMUSG00000020679.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Hnf1b"
"ENSMUSG00000020728.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cep112"
"ENSMUSG00000020773.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Trim47"
"ENSMUSG00000020776.18"	"Promoter (<=1kb)"	"sidd_miRNA"	"Fbf1"
"ENSMUSG00000020785.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Camkk1"
"ENSMUSG00000020882.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cacnb1"
"ENSMUSG00000020886.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Dlg4"
"ENSMUSG00000020926.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Adam11"
"ENSMUSG00000020940.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Efcab15"
"ENSMUSG00000021047.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nova1"
"ENSMUSG00000021094.10"	"Promoter (1-2kb)"	"sidd_miRNA"	"Dhrs7"
"ENSMUSG00000021135.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Slc10a1"
"ENSMUSG00000021180.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rps6ka5"
"ENSMUSG00000021255.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Esrrb"
"ENSMUSG00000021279.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cdc42bpb"
"ENSMUSG00000021281.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tnfaip2"
"ENSMUSG00000021294.7"	"Promoter (2-3kb)"	"sidd_miRNA"	"Kif26a"
"ENSMUSG00000021301.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Hecw1"
"ENSMUSG00000021363.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Mak"
"ENSMUSG00000021414.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Fam217a"
"ENSMUSG00000021448.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Shc3"
"ENSMUSG00000021559.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Dapk1"
"ENSMUSG00000021572.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cep72"
"ENSMUSG00000021604.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Irx4"
"ENSMUSG00000021620.4"	"Promoter (1-2kb)"	"sidd_miRNA"	"Acot12"
"ENSMUSG00000021676.10"	"Promoter (2-3kb)"	"sidd_miRNA"	"Iqgap2"
"ENSMUSG00000021685.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Otp"
"ENSMUSG00000021702.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Thbs4"
"ENSMUSG00000021738.5"	"Promoter (1-2kb)"	"sidd_miRNA"	"Atxn7"
"ENSMUSG00000021765.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Fst"
"ENSMUSG00000021779.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Thrb"
"ENSMUSG00000021795.10"	"Promoter (2-3kb)"	"sidd_miRNA"	"Sftpd"
"ENSMUSG00000021848.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Otx2"
"ENSMUSG00000021991.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cacna2d3"
"ENSMUSG00000021999.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Cpb2"
"ENSMUSG00000022040.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Ephx2"
"ENSMUSG00000022091.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sorbs3"
"ENSMUSG00000022096.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Hr"
"ENSMUSG00000022103.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gfra2"
"ENSMUSG00000022206.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Npr3"
"ENSMUSG00000022240.10"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ctnnd2"
"ENSMUSG00000022261.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sdc2"
"ENSMUSG00000022382.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Wnt7b"
"ENSMUSG00000022441.17"	"Promoter (2-3kb)"	"sidd_miRNA"	"Efcab6"
"ENSMUSG00000022456.18"	"Promoter (<=1kb)"	"sidd_miRNA"	"Septin3"
"ENSMUSG00000022464.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Slc38a4"
"ENSMUSG00000022468.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Endou"
"ENSMUSG00000022483.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Col2a1"
"ENSMUSG00000022490.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ppp1r1a"
"ENSMUSG00000022512.3"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cldn1"
"ENSMUSG00000022580.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Rhpn1"
"ENSMUSG00000022607.18"	"Promoter (2-3kb)"	"sidd_miRNA"	"Ptk2"
"ENSMUSG00000022623.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Shank3"
"ENSMUSG00000022715.3"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tmem114"
"ENSMUSG00000022790.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Igsf11"
"ENSMUSG00000022793.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"B4galt4"
"ENSMUSG00000022822.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Abcc5"
"ENSMUSG00000022935.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Grik1"
"ENSMUSG00000022957.20"	"Promoter (2-3kb)"	"sidd_miRNA"	"Itsn1"
"ENSMUSG00000023009.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Nckap5l"
"ENSMUSG00000023064.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sncg"
"ENSMUSG00000023122.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sult1c2"
"ENSMUSG00000023132.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gzma"
"ENSMUSG00000023216.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Epb42"
"ENSMUSG00000023266.11"	"Promoter (2-3kb)"	"sidd_miRNA"	"Frs3"
"ENSMUSG00000023353.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Agap3"
"ENSMUSG00000023391.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Dlx2"
"ENSMUSG00000023495.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pcbp4"
"ENSMUSG00000023737.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"1700082M22Rik"
"ENSMUSG00000023755.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rhebl1"
"ENSMUSG00000023809.10"	"Promoter (1-2kb)"	"sidd_miRNA"	"Rps6ka2"
"ENSMUSG00000023886.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Smoc2"
"ENSMUSG00000023943.7"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sult1c1"
"ENSMUSG00000023965.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Fbxl17"
"ENSMUSG00000024077.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Strn"
"ENSMUSG00000024109.18"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nrxn1"
"ENSMUSG00000024112.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Cacna1h"
"ENSMUSG00000024175.2"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tekt4"
"ENSMUSG00000024219.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Anks1"
"ENSMUSG00000024233.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lyzl1"
"ENSMUSG00000024248.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cox7a2l"
"ENSMUSG00000024261.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Syt4"
"ENSMUSG00000024330.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Col11a2"
"ENSMUSG00000024383.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Map3k2"
"ENSMUSG00000024388.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Myo7b"
"ENSMUSG00000024395.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lims2"
"ENSMUSG00000024535.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Snx24"
"ENSMUSG00000024565.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sall3"
"ENSMUSG00000024598.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Fbn2"
"ENSMUSG00000024646.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cyb5a"
"ENSMUSG00000024761.3"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gm16437"
"ENSMUSG00000024784.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gpha2"
"ENSMUSG00000024837.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Dmrt1"
"ENSMUSG00000024940.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ltbp3"
"ENSMUSG00000024960.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Plcb3"
"ENSMUSG00000025006.18"	"Promoter (2-3kb)"	"sidd_miRNA"	"Sorbs1"
"ENSMUSG00000025089.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gfra1"
"ENSMUSG00000025139.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tollip"
"ENSMUSG00000025145.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lrrc45"
"ENSMUSG00000025216.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Lbx1"
"ENSMUSG00000025350.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rdh5"
"ENSMUSG00000025372.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Baiap2"
"ENSMUSG00000025469.10"	"Promoter (1-2kb)"	"sidd_miRNA"	"Msx3"
"ENSMUSG00000025475.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Adgra1"
"ENSMUSG00000025576.17"	"Promoter (2-3kb)"	"sidd_miRNA"	"Rbfox3"
"ENSMUSG00000025578.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cbx8"
"ENSMUSG00000025650.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Col7a1"
"ENSMUSG00000025876.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Unc5a"
"ENSMUSG00000025936.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gm4956"
"ENSMUSG00000025977.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Boll"
"ENSMUSG00000026048.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Ercc5"
"ENSMUSG00000026117.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Zap70"
"ENSMUSG00000026121.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sema4c"
"ENSMUSG00000026155.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Smap1"
"ENSMUSG00000026167.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Wnt10a"
"ENSMUSG00000026278.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Bok"
"ENSMUSG00000026458.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ppfia4"
"ENSMUSG00000026576.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Atp1b1"
"ENSMUSG00000026616.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cr2"
"ENSMUSG00000026634.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Angel2"
"ENSMUSG00000026751.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nr5a1"
"ENSMUSG00000026805.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Barhl1"
"ENSMUSG00000026883.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Dab2ip"
"ENSMUSG00000026887.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Mrrf"
"ENSMUSG00000026919.1"	"Promoter (2-3kb)"	"sidd_miRNA"	"Lcn4"
"ENSMUSG00000026932.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nacc2"
"ENSMUSG00000026936.4"	"Promoter (1-2kb)"	"sidd_miRNA"	"Lcn3"
"ENSMUSG00000026944.18"	"Promoter (2-3kb)"	"sidd_miRNA"	"Abca2"
"ENSMUSG00000026959.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Grin1"
"ENSMUSG00000027167.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Elp4"
"ENSMUSG00000027209.17"	"Promoter (2-3kb)"	"sidd_miRNA"	"Fam227b"
"ENSMUSG00000027210.20"	"Promoter (1-2kb)"	"sidd_miRNA"	"Meis2"
"ENSMUSG00000027217.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tspan18"
"ENSMUSG00000027257.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pacsin3"
"ENSMUSG00000027301.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Oxt"
"ENSMUSG00000027312.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Atrn"
"ENSMUSG00000027314.6"	"Promoter (1-2kb)"	"sidd_miRNA"	"Dll4"
"ENSMUSG00000027359.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"Slc27a2"
"ENSMUSG00000027446.2"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cstdc2"
"ENSMUSG00000027523.20"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gnas"
"ENSMUSG00000027525.18"	"Promoter (<=1kb)"	"sidd_miRNA"	"Phactr3"
"ENSMUSG00000027544.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nfatc2"
"ENSMUSG00000027556.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Car1"
"ENSMUSG00000027577.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Chrna4"
"ENSMUSG00000027832.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ptx3"
"ENSMUSG00000027886.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"1700013F07Rik"
"ENSMUSG00000027967.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Neurog2"
"ENSMUSG00000027971.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Ndst4"
"ENSMUSG00000027993.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Trim2"
"ENSMUSG00000028016.9"	"Promoter (2-3kb)"	"sidd_miRNA"	"Ints12"
"ENSMUSG00000028042.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Zbtb7b"
"ENSMUSG00000028072.6"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ntrk1"
"ENSMUSG00000028125.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Abca4"
"ENSMUSG00000028167.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Bdh2"
"ENSMUSG00000028207.18"	"Promoter (<=1kb)"	"sidd_miRNA"	"Asph"
"ENSMUSG00000028259.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Fhl5"
"ENSMUSG00000028278.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rragd"
"ENSMUSG00000028294.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Cfap206"
"ENSMUSG00000028341.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nr4a3"
"ENSMUSG00000028541.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"B4galt2"
"ENSMUSG00000028571.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cyp2j13"
"ENSMUSG00000028572.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Hook1"
"ENSMUSG00000028573.18"	"Promoter (1-2kb)"	"sidd_miRNA"	"Fggy"
"ENSMUSG00000028603.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Scp2"
"ENSMUSG00000028631.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Kcnq4"
"ENSMUSG00000028640.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Tfap2c"
"ENSMUSG00000028641.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"P3h1"
"ENSMUSG00000028664.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ephb2"
"ENSMUSG00000028677.19"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rnf220"
"ENSMUSG00000028736.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pax7"
"ENSMUSG00000028804.20"	"Promoter (<=1kb)"	"sidd_miRNA"	"Csmd2"
"ENSMUSG00000028977.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Casz1"
"ENSMUSG00000029026.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Trp73"
"ENSMUSG00000029053.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Prkcz"
"ENSMUSG00000029055.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Plch2"
"ENSMUSG00000029059.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Prxl2b"
"ENSMUSG00000029086.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Prom1"
"ENSMUSG00000029102.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Hgfac"
"ENSMUSG00000029108.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Pcdh7"
"ENSMUSG00000029120.10"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ppp2r2c"
"ENSMUSG00000029211.11"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gabra4"
"ENSMUSG00000029228.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Lnx1"
"ENSMUSG00000029269.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sult1b1"
"ENSMUSG00000029281.13"	"Promoter (2-3kb)"	"sidd_miRNA"	"Smr2"
"ENSMUSG00000029306.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ibsp"
"ENSMUSG00000029563.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Foxp2"
"ENSMUSG00000029581.14"	"Promoter (2-3kb)"	"sidd_miRNA"	"Fscn1"
"ENSMUSG00000029648.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Flt1"
"ENSMUSG00000029673.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Auts2"
"ENSMUSG00000029695.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Aass"
"ENSMUSG00000029754.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Dlx6"
"ENSMUSG00000029761.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cald1"
"ENSMUSG00000029763.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Exoc4"
"ENSMUSG00000029766.7"	"Promoter (2-3kb)"	"sidd_miRNA"	"1700012A03Rik"
"ENSMUSG00000029790.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"Cep41"
"ENSMUSG00000029797.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sspo"
"ENSMUSG00000029802.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Abcg2"
"ENSMUSG00000029828.4"	"Promoter (<=1kb)"	"sidd_miRNA"	"4921507P07Rik"
"ENSMUSG00000029843.4"	"Promoter (2-3kb)"	"sidd_miRNA"	"Slc13a4"
"ENSMUSG00000030020.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Prickle2"
"ENSMUSG00000030029.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Lrig1"
"ENSMUSG00000030067.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Foxp1"
"ENSMUSG00000030093.7"	"Promoter (1-2kb)"	"sidd_miRNA"	"Wnt7a"
"ENSMUSG00000030098.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Grip2"
"ENSMUSG00000030188.12"	"Promoter (2-3kb)"	"sidd_miRNA"	"Magohb"
"ENSMUSG00000030223.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ptpro"
"ENSMUSG00000030302.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Atp2b2"
"ENSMUSG00000030316.13"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tamm41"
"ENSMUSG00000030324.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Rho"
"ENSMUSG00000030352.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Tspan9"
"ENSMUSG00000030361.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Klrb1a"
"ENSMUSG00000030498.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Gas2"
"ENSMUSG00000030499.9"	"Promoter (1-2kb)"	"sidd_miRNA"	"Kctd15"
"ENSMUSG00000030551.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nr2f2"
"ENSMUSG00000030584.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Dpf1"
"ENSMUSG00000030613.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ccdc90b"
"ENSMUSG00000030621.17"	"Promoter (2-3kb)"	"sidd_miRNA"	"Me3"
"ENSMUSG00000030683.11"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sez6l2"
"ENSMUSG00000030785.8"	"Promoter (2-3kb)"	"sidd_miRNA"	"Cox6a2"
"ENSMUSG00000030839.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Sergef"
"ENSMUSG00000030935.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Acsm3"
"ENSMUSG00000030994.16"	"Promoter (1-2kb)"	"sidd_miRNA"	"D7Ertd443e"
"ENSMUSG00000031028.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Tub"
"ENSMUSG00000031098.18"	"Promoter (<=1kb)"	"sidd_miRNA"	"Syt8"
"ENSMUSG00000031137.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Fgf13"
"ENSMUSG00000031217.8"	"Promoter (<=1kb)"	"sidd_miRNA"	"Efnb1"
"ENSMUSG00000031375.17"	"Promoter (<=1kb)"	"sidd_miRNA"	"Bgn"
"ENSMUSG00000031410.14"	"Promoter (1-2kb)"	"sidd_miRNA"	"Nxf7"
"ENSMUSG00000031442.21"	"Promoter (2-3kb)"	"sidd_miRNA"	"Mcf2l"
"ENSMUSG00000031548.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Sfrp1"
"ENSMUSG00000031553.16"	"Promoter (2-3kb)"	"sidd_miRNA"	"Adam3"
"ENSMUSG00000031651.5"	"Promoter (<=1kb)"	"sidd_miRNA"	"Triml1"
"ENSMUSG00000031661.12"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nkd1"
"ENSMUSG00000031722.10"	"Promoter (2-3kb)"	"sidd_miRNA"	"Hp"
"ENSMUSG00000031725.8"	"Promoter (1-2kb)"	"sidd_miRNA"	"Ces1f"
"ENSMUSG00000031736.11"	"Promoter (<=1kb)"	"sidd_miRNA"	"Crnde"
"ENSMUSG00000031748.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Gnao1"
"ENSMUSG00000031785.16"	"Promoter (<=1kb)"	"sidd_miRNA"	"Adgrg1"
"ENSMUSG00000031788.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Kifc3"
"ENSMUSG00000031845.15"	"Promoter (2-3kb)"	"sidd_miRNA"	"Bco1"
"ENSMUSG00000031925.17"	"Promoter (1-2kb)"	"sidd_miRNA"	"Maml2"
"ENSMUSG00000031972.5"	"Promoter (2-3kb)"	"sidd_miRNA"	"Acta1"
"ENSMUSG00000032012.9"	"Promoter (<=1kb)"	"sidd_miRNA"	"Nectin1"
"ENSMUSG00000032017.14"	"Promoter (<=1kb)"	"sidd_miRNA"	"Grik4"
"ENSMUSG00000032087.11"	"Promoter (2-3kb)"	"sidd_miRNA"	"Dscaml1"
"ENSMUSG00000032128.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Robo3"
"ENSMUSG00000032262.13"	"Promoter (<=1kb)"	"sidd_miRNA"	"Elovl4"
"ENSMUSG00000032346.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Ooep"
"ENSMUSG00000032356.12"	"Promoter (1-2kb)"	"sidd_miRNA"	"Rasgrf1"
"ENSMUSG00000032363.15"	"Promoter (<=1kb)"	"sidd_miRNA"	"Adamts7"
"ENSMUSG00000032531.15"	"Promoter (1-2kb)"	"sidd_miRNA"	"Amotl2"
"ENSMUSG00000032532.7"	"Promoter (<=1kb)"	"sidd_miRNA"	"Cck"
