Gene ID	Gene Name	Gene Type	g4	h-dna	sidd	z-dna	Flipon types
ENSMUSG00000027661.4	Slc2a10	protein_coding	3.0			1.0	GZ
ENSMUSG00000027646.15	Src	protein_coding	3.0			2.0	GZ
ENSMUSG00000027624.20	Epb41l1	protein_coding	3.0			10.0	GZ
ENSMUSG00000027612.7	Mmp24	protein_coding	2.0			4.0	GZ
ENSMUSG00000027606.12	Dnajc5b	protein_coding	1.0				G
ENSMUSG00000027603.15	Ggt7	protein_coding	2.0				G
ENSMUSG00000027583.13	Zbtb46	protein_coding	1.0			3.0	GZ
ENSMUSG00000027581.12	Stmn3	protein_coding	2.0				G
ENSMUSG00000027674.16	Pex5l	protein_coding	1.0			5.0	GZ
ENSMUSG00000027577.14	Chrna4	protein_coding	1.0		1.0	4.0	GSZ
ENSMUSG00000027560.4	Dok5	protein_coding	2.0			1.0	GZ
ENSMUSG00000027547.17	Sall4	protein_coding				2.0	Z
ENSMUSG00000027546.15	Atp9a	protein_coding	1.0			6.0	GZ
ENSMUSG00000027544.16	Nfatc2	protein_coding			1.0	1.0	SZ
ENSMUSG00000027536.6	Chmp4c	protein_coding	1.0				G
ENSMUSG00000027534.16	Snx16	protein_coding	1.0				G
ENSMUSG00000027525.18	Phactr3	protein_coding			1.0	1.0	SZ
ENSMUSG00000027524.9	Edn3	protein_coding	1.0				G
ENSMUSG00000027568.9	Ntsr1	protein_coding	1.0			2.0	GZ
ENSMUSG00000027864.9	Ptgfrn	protein_coding	3.0	1.0		4.0	GHZ
ENSMUSG00000027684.16	Mecom	protein_coding	4.0	2.0		4.0	GHZ
ENSMUSG00000027695.16	Pld1	protein_coding	1.0			2.0	GZ
ENSMUSG00000027859.10	Ngf	protein_coding	3.0			3.0	GZ
ENSMUSG00000027855.13	Sycp1	protein_coding		1.0		4.0	HZ
ENSMUSG00000027849.19	Syt6	protein_coding	2.0	1.0			GH
ENSMUSG00000027840.5	Wnt2b	protein_coding	5.0			2.0	GZ
ENSMUSG00000027832.5	Ptx3	protein_coding			1.0	2.0	SZ
ENSMUSG00000027820.12	Mme	protein_coding	2.0			3.0	GZ
ENSMUSG00000027805.16	Pfn2	protein_coding				1.0	Z
ENSMUSG00000027803.14	Wwtr1	protein_coding	1.0				G
ENSMUSG00000027692.16	Tnik	protein_coding				2.0	Z
ENSMUSG00000027799.12	Nbea	protein_coding	3.0			6.0	GZ
ENSMUSG00000027796.2	Smad9	protein_coding	1.0			6.0	GZ
ENSMUSG00000027794.4	Sohlh2	protein_coding				2.0	Z
ENSMUSG00000027793.6	Ccna1	protein_coding	1.0			1.0	GZ
ENSMUSG00000027777.15	Schip1	protein_coding	2.0	1.0		4.0	GHZ
ENSMUSG00000027765.6	P2ry1	protein_coding	1.0				G
ENSMUSG00000027748.11	Trpc4	protein_coding				1.0	Z
ENSMUSG00000027719.15	Adad1	protein_coding				1.0	Z
ENSMUSG00000027716.13	Trpc3	protein_coding				3.0	Z
ENSMUSG00000027797.15	Dclk1	protein_coding				2.0	Z
ENSMUSG00000027523.20	Gnas	protein_coding			1.0	2.0	SZ
ENSMUSG00000028347.14	Tmeff1	protein_coding	2.0			1.0	GZ
ENSMUSG00000028354.13	Fmn2	protein_coding				1.0	Z
ENSMUSG00000028784.14	Spocd1	protein_coding	2.0				G
ENSMUSG00000028782.14	Adgrb2	protein_coding	8.0			9.0	GZ
ENSMUSG00000028780.13	Sema3c	protein_coding				2.0	Z
ENSMUSG00000028778.15	Hcrtr1	protein_coding	2.0				G
ENSMUSG00000028776.14	Tinagl1	protein_coding	2.0				G
ENSMUSG00000028771.13	Ptpn12	protein_coding	1.0			1.0	GZ
ENSMUSG00000028763.18	Hspg2	protein_coding	3.0			3.0	GZ
ENSMUSG00000028758.12	Kif17	protein_coding				4.0	Z
ENSMUSG00000028785.13	Hpca	protein_coding	2.0	1.0			GH
ENSMUSG00000028747.10	Htr6	protein_coding				1.0	Z
ENSMUSG00000028717.12	Tal1	protein_coding	1.0	1.0		4.0	GHZ
ENSMUSG00000028707.15	Dmbx1	protein_coding	4.0		1.0	1.0	GSZ
ENSMUSG00000028681.11	Ptch2	protein_coding	1.0			3.0	GZ
ENSMUSG00000028677.19	Rnf220	protein_coding				1.0	Z
ENSMUSG00000028664.14	Ephb2	protein_coding	3.0			8.0	GZ
ENSMUSG00000028661.8	Epha8	protein_coding	1.0			7.0	GZ
ENSMUSG00000028654.13	Mycl	protein_coding	5.0			6.0	GZ
ENSMUSG00000028640.11	Tfap2c	protein_coding	3.0	1.0	1.0	4.0	GHSZ
ENSMUSG00000028736.13	Pax7	protein_coding	3.0	1.0	1.0	1.0	GHSZ
ENSMUSG00000028637.16	Ccdc30	protein_coding		1.0		1.0	HZ
ENSMUSG00000028803.18	Nipal3	protein_coding	1.0			1.0	GZ
ENSMUSG00000028807.2	Zbtb8a	protein_coding				1.0	Z
ENSMUSG00000029015.9	Slc26a5	protein_coding	1.0	1.0			GH
ENSMUSG00000029005.4	Draxin	protein_coding	2.0			1.0	GZ
ENSMUSG00000029003.11	Mad2l2	protein_coding	3.0			4.0	GZ
ENSMUSG00000028988.13	Ctnnbip1	protein_coding				1.0	Z
ENSMUSG00000028977.17	Casz1	protein_coding	4.0			2.0	GZ
ENSMUSG00000028967.10	Errfi1	protein_coding				1.0	Z
ENSMUSG00000028963.1	Uts2	protein_coding		1.0			H
ENSMUSG00000028962.14	Slc4a2	protein_coding	2.0			1.0	GZ
ENSMUSG00000028804.20	Csmd2	protein_coding	2.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000028949.13	Smarcd3	protein_coding	3.0			4.0	GZ
ENSMUSG00000028944.14	Prkag2	protein_coding	2.0			2.0	GZ
ENSMUSG00000028943.18	Espn	protein_coding	1.0		1.0	4.0	GSZ
ENSMUSG00000028940.2	Hes2	protein_coding				2.0	Z
ENSMUSG00000028926.15	Cdk14	protein_coding	1.0			4.0	GZ
ENSMUSG00000028919.11	Arhgef19	protein_coding	1.0	1.0			GH
ENSMUSG00000028909.17	Ptpru	protein_coding				6.0	Z
ENSMUSG00000028845.15	Tekt2	protein_coding	1.0			1.0	GZ
ENSMUSG00000028813.2	CK137956	protein_coding	3.0				G
ENSMUSG00000028946.7	Hes3	protein_coding				2.0	Z
ENSMUSG00000028351.5	Brinp1	protein_coding	1.0			1.0	GZ
ENSMUSG00000028635.7	Edn2	protein_coding				1.0	Z
ENSMUSG00000028631.7	Kcnq4	protein_coding	3.0			5.0	GZ
ENSMUSG00000028476.13	Reck	protein_coding	1.0			3.0	GZ
ENSMUSG00000028469.15	Npr2	protein_coding	2.0				G
ENSMUSG00000028464.16	Tpm2	protein_coding	3.0			2.0	GZ
ENSMUSG00000028463.14	Car9	protein_coding	2.0				G
ENSMUSG00000028457.18	Atp8b5	protein_coding				1.0	Z
ENSMUSG00000028445.7	Enho	protein_coding	1.0			1.0	GZ
ENSMUSG00000028444.17	Cntfr	protein_coding				4.0	Z
ENSMUSG00000028434.12	Epb41l4b	protein_coding	1.0			3.0	GZ
ENSMUSG00000028487.18	Bnc2	protein_coding	4.0			7.0	GZ
ENSMUSG00000028417.3	Tal2	protein_coding	1.0			1.0	GZ
ENSMUSG00000028402.18	Mpdz	protein_coding	2.0	1.0		4.0	GHZ
ENSMUSG00000028399.18	Ptprd	protein_coding				2.0	Z
ENSMUSG00000028373.16	Astn2	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000028370.7	Pappa	protein_coding	1.0			1.0	GZ
ENSMUSG00000028369.15	Svep1	protein_coding	1.0			4.0	GZ
ENSMUSG00000028364.15	Tnc	protein_coding		1.0			H
ENSMUSG00000028360.10	Slc44a5	protein_coding	1.0			2.0	GZ
ENSMUSG00000028358.15	Zfp618	protein_coding	5.0			5.0	GZ
ENSMUSG00000028412.17	Slc44a1	protein_coding	1.0				G
ENSMUSG00000028634.17	Hivep3	protein_coding	2.0			1.0	GZ
ENSMUSG00000028488.15	Sh3gl2	protein_coding	1.0			3.0	GZ
ENSMUSG00000028518.8	Prkaa2	protein_coding	1.0				G
ENSMUSG00000028626.5	Col9a2	protein_coding	1.0			1.0	GZ
ENSMUSG00000028610.16	Dmrtb1	protein_coding	1.0			1.0	GZ
ENSMUSG00000028600.15	Podn	protein_coding	4.0			2.0	GZ
ENSMUSG00000028584.3	Lrrc38	protein_coding	2.0			2.0	GZ
ENSMUSG00000028583.14	Pdpn	protein_coding	1.0				G
ENSMUSG00000028565.18	Nfia	protein_coding	3.0	2.0		6.0	GHZ
ENSMUSG00000028556.15	Dock7	protein_coding	2.0			1.0	GZ
ENSMUSG00000028546.17	Elavl4	protein_coding	1.0			1.0	GZ
ENSMUSG00000045394.9	Epcam	protein_coding				2.0	Z
ENSMUSG00000028542.17	Slc6a9	protein_coding	1.0	1.0		2.0	GHZ
ENSMUSG00000028539.14	Artn	protein_coding	1.0				G
ENSMUSG00000028532.14	Cachd1	protein_coding				1.0	Z
ENSMUSG00000028528.17	Dnajc6	protein_coding	6.0	1.0		6.0	GHZ
ENSMUSG00000028527.18	Ak4	protein_coding	4.0			7.0	GZ
ENSMUSG00000028525.16	Pde4b	protein_coding	2.0			1.0	GZ
ENSMUSG00000028524.21	Sgip1	protein_coding				1.0	Z
ENSMUSG00000028523.14	Tctex1d1	protein_coding		2.0			H
ENSMUSG00000028519.16	Dab1	protein_coding	2.0			1.0	GZ
ENSMUSG00000028541.14	B4galt2	protein_coding	2.0			2.0	GZ
ENSMUSG00000022178.11	Ajuba	protein_coding	1.0			3.0	GZ
ENSMUSG00000027500.10	Stmn2	protein_coding	1.0			1.0	GZ
ENSMUSG00000027478.15	Dnmt3b	protein_coding	1.0				G
ENSMUSG00000026514.14	Cnih3	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000026497.7	Mixl1	protein_coding				1.0	Z
ENSMUSG00000026494.12	Kif26b	protein_coding	2.0	3.0		6.0	GHZ
ENSMUSG00000026490.18	Cdc42bpa	protein_coding	3.0			2.0	GZ
ENSMUSG00000026482.13	Rgl1	protein_coding				1.0	Z
ENSMUSG00000026479.13	Lamc2	protein_coding	1.0				G
ENSMUSG00000026469.14	Xpr1	protein_coding	1.0				G
ENSMUSG00000026468.14	Lhx4	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000026527.13	Rgs7	protein_coding	3.0			4.0	GZ
ENSMUSG00000026452.15	Syt2	protein_coding				5.0	Z
ENSMUSG00000026442.14	Nfasc	protein_coding				2.0	Z
ENSMUSG00000026437.11	Cdk18	protein_coding	1.0				G
ENSMUSG00000026435.15	Slc45a3	protein_coding	2.0			7.0	GZ
ENSMUSG00000026430.16	Rassf5	protein_coding	2.0			1.0	GZ
ENSMUSG00000026413.12	Pkp1	protein_coding	1.0			2.0	GZ
ENSMUSG00000026407.17	Cacna1s	protein_coding	2.0				G
ENSMUSG00000026401.15	Cd55b	protein_coding				1.0	Z
ENSMUSG00000026398.14	Nr5a2	protein_coding				4.0	Z
ENSMUSG00000026443.3	Lrrn2	protein_coding	1.0			2.0	GZ
ENSMUSG00000026387.15	Sctr	protein_coding	1.0				G
ENSMUSG00000026566.15	Mpzl1	protein_coding	2.0				G
ENSMUSG00000026586.16	Prrx1	protein_coding		1.0			H
ENSMUSG00000026764.15	Kif5c	protein_coding	2.0				G
ENSMUSG00000026751.14	Nr5a1	protein_coding	3.0		1.0	3.0	GSZ
ENSMUSG00000026748.13	Plxdc2	protein_coding	2.0			1.0	GZ
ENSMUSG00000026735.2	Ptf1a	protein_coding	2.0			3.0	GZ
ENSMUSG00000026686.14	Lmx1a	protein_coding	2.0			4.0	GZ
ENSMUSG00000026676.7	Ccdc3	protein_coding	1.0			2.0	GZ
ENSMUSG00000026657.17	Frmd4a	protein_coding	1.0			2.0	GZ
ENSMUSG00000026650.15	Meig1	protein_coding				2.0	Z
ENSMUSG00000026576.12	Atp1b1	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000026645.11	Olah	protein_coding				1.0	Z
ENSMUSG00000026634.16	Angel2	protein_coding			2.0		S
ENSMUSG00000026621.13	Mtarc1	protein_coding	1.0			1.0	GZ
ENSMUSG00000026620.11	Mark1	protein_coding	5.0			6.0	GZ
ENSMUSG00000026614.7	Slc30a10	protein_coding	3.0			1.0	GZ
ENSMUSG00000026610.13	Esrrg	protein_coding	2.0			5.0	GZ
ENSMUSG00000026604.17	Ptpn14	protein_coding	1.0			4.0	GZ
ENSMUSG00000026602.9	Nphs2	protein_coding				2.0	Z
ENSMUSG00000026587.15	Astn1	protein_coding	1.0	2.0			GH
ENSMUSG00000026640.12	Plxna2	protein_coding	3.0			4.0	GZ
ENSMUSG00000026765.12	Lypd6b	protein_coding				1.0	Z
ENSMUSG00000026383.14	Epb41l5	protein_coding				1.0	Z
ENSMUSG00000026344.9	Lypd1	protein_coding	1.0				G
ENSMUSG00000026163.17	Sphkap	protein_coding	1.0			1.0	GZ
ENSMUSG00000026156.8	B3gat2	protein_coding	2.0			2.0	GZ
ENSMUSG00000026153.15	Fam135a	protein_coding				2.0	Z
ENSMUSG00000026141.13	Col19a1	protein_coding				2.0	Z
ENSMUSG00000026131.20	Dst	protein_coding	3.0			5.0	GZ
ENSMUSG00000026121.13	Sema4c	protein_coding	2.0			2.0	GZ
ENSMUSG00000026117.10	Zap70	protein_coding			1.0		S
ENSMUSG00000026109.14	Tmeff2	protein_coding	1.0				G
ENSMUSG00000026167.14	Wnt10a	protein_coding	1.0			1.0	GZ
ENSMUSG00000026090.16	2010300C02Rik	protein_coding	2.0	2.0		6.0	GHZ
ENSMUSG00000026072.12	Il1r1	protein_coding				1.0	Z
ENSMUSG00000026070.15	Il18r1	protein_coding				1.0	Z
ENSMUSG00000026062.12	Slc9a2	protein_coding	1.0			4.0	GZ
ENSMUSG00000026058.11	Khdrbs2	protein_coding				2.0	Z
ENSMUSG00000026051.8	Ecrg4	protein_coding	2.0				G
ENSMUSG00000026027.13	Stradb	protein_coding	1.0			1.0	GZ
ENSMUSG00000026018.12	Ica1l	protein_coding	2.0			5.0	GZ
ENSMUSG00000026014.15	Raph1	protein_coding	4.0			5.0	GZ
ENSMUSG00000026077.15	Npas2	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000026347.13	Tmem163	protein_coding	2.0			1.0	GZ
ENSMUSG00000026170.6	Cyp27a1	protein_coding				1.0	Z
ENSMUSG00000026204.15	Ptprn	protein_coding	1.0			1.0	GZ
ENSMUSG00000026335.16	Pam	protein_coding				2.0	Z
ENSMUSG00000026322.9	Htr4	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000026321.7	Tnfrsf11a	protein_coding	1.0			4.0	GZ
ENSMUSG00000026315.13	Serpinb8	protein_coding				1.0	Z
ENSMUSG00000026312.17	Cdh7	protein_coding	4.0			4.0	GZ
ENSMUSG00000026305.15	Lrrfip1	protein_coding	2.0			2.0	GZ
ENSMUSG00000026304.13	Rab17	protein_coding				3.0	Z
ENSMUSG00000026278.14	Bok	protein_coding				4.0	Z
ENSMUSG00000026175.12	Vil1	protein_coding	1.0				G
ENSMUSG00000026259.14	Ngef	protein_coding	2.0			5.0	GZ
ENSMUSG00000026249.10	Serpine2	protein_coding	1.0			1.0	GZ
ENSMUSG00000026247.13	Ecel1	protein_coding	2.0			7.0	GZ
ENSMUSG00000026241.5	Nppc	protein_coding	1.0			2.0	GZ
ENSMUSG00000026227.11	2810459M11Rik	protein_coding				2.0	Z
ENSMUSG00000026220.6	Slc16a14	protein_coding				2.0	Z
ENSMUSG00000026211.17	Obsl1	protein_coding	1.0			3.0	GZ
ENSMUSG00000026208.9	Des	protein_coding	1.0			3.0	GZ
ENSMUSG00000026207.16	Speg	protein_coding	6.0			3.0	GZ
ENSMUSG00000026255.15	Efhd1	protein_coding	1.0			1.0	GZ
ENSMUSG00000027488.12	Snta1	protein_coding	2.0			1.0	GZ
ENSMUSG00000026768.10	Itga8	protein_coding				1.0	Z
ENSMUSG00000026782.15	Abi2	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000027314.6	Dll4	protein_coding				2.0	Z
ENSMUSG00000027301.7	Oxt	protein_coding	1.0	1.0	1.0		GHS
ENSMUSG00000027298.17	Tyro3	protein_coding	5.0				G
ENSMUSG00000027297.14	Ltk	protein_coding				2.0	Z
ENSMUSG00000027296.7	Itpka	protein_coding	2.0				G
ENSMUSG00000027293.13	Ehd4	protein_coding	1.0				G
ENSMUSG00000027276.7	Jag1	protein_coding		1.0		3.0	HZ
ENSMUSG00000027273.13	Snap25	protein_coding				1.0	Z
ENSMUSG00000027315.13	Spint1	protein_coding	1.0			4.0	GZ
ENSMUSG00000027257.13	Pacsin3	protein_coding			1.0	2.0	SZ
ENSMUSG00000027253.15	Lrp4	protein_coding	3.0			3.0	GZ
ENSMUSG00000027238.17	Frmd5	protein_coding	2.0			1.0	GZ
ENSMUSG00000027230.9	Creb3l1	protein_coding	2.0			1.0	GZ
ENSMUSG00000027224.14	Duoxa1	protein_coding	1.0				G
ENSMUSG00000027221.5	Chst1	protein_coding	6.0	1.0		3.0	GHZ
ENSMUSG00000027220.2	Syt13	protein_coding	1.0			1.0	GZ
ENSMUSG00000027217.13	Tspan18	protein_coding	3.0			1.0	GZ
ENSMUSG00000027210.20	Meis2	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000027254.13	Map1a	protein_coding	2.0				G
ENSMUSG00000027204.13	Fbn1	protein_coding	2.0	1.0		2.0	GHZ
ENSMUSG00000027316.15	Gfra4	protein_coding				1.0	Z
ENSMUSG00000027335.9	Adra1d	protein_coding	1.0			2.0	GZ
ENSMUSG00000027470.9	Mylk2	protein_coding	1.0			2.0	GZ
ENSMUSG00000027463.14	Slc52a3	protein_coding	1.0				G
ENSMUSG00000027460.7	Angpt4	protein_coding				1.0	Z
ENSMUSG00000027457.15	Snph	protein_coding	2.0				G
ENSMUSG00000027446.2	Cstdc2	protein_coding			1.0		S
ENSMUSG00000027438.14	Napb	protein_coding		1.0			H
ENSMUSG00000027434.11	Nkx2-2	protein_coding	3.0	1.0		3.0	GHZ
ENSMUSG00000027420.13	Bfsp1	protein_coding	1.0			5.0	GZ
ENSMUSG00000027318.17	Adam33	protein_coding	1.0	1.0			GH
ENSMUSG00000027419.9	Pcsk2	protein_coding			1.0	1.0	SZ
ENSMUSG00000027386.9	Fbln7	protein_coding				1.0	Z
ENSMUSG00000027377.2	Mall	protein_coding				1.0	Z
ENSMUSG00000027376.15	Prom2	protein_coding	1.0			2.0	GZ
ENSMUSG00000027375.14	Mal	protein_coding	2.0			2.0	GZ
ENSMUSG00000027359.16	Slc27a2	protein_coding				2.0	Z
ENSMUSG00000027358.6	Bmp2	protein_coding	2.0			2.0	GZ
ENSMUSG00000027351.14	Spred1	protein_coding				1.0	Z
ENSMUSG00000027350.8	Chgb	protein_coding				2.0	Z
ENSMUSG00000027408.7	Cpxm1	protein_coding	2.0			1.0	GZ
ENSMUSG00000026778.13	Prkcq	protein_coding				1.0	Z
ENSMUSG00000027200.17	Sema6d	protein_coding	2.0				G
ENSMUSG00000027173.7	Depdc7	protein_coding	1.0			4.0	GZ
ENSMUSG00000026888.14	Grb14	protein_coding	2.0			1.0	GZ
ENSMUSG00000026883.17	Dab2ip	protein_coding	3.0	1.0		5.0	GHZ
ENSMUSG00000026879.14	Gsn	protein_coding	1.0				G
ENSMUSG00000026841.7	Fibcd1	protein_coding	1.0			5.0	GZ
ENSMUSG00000026840.14	Lamc3	protein_coding				2.0	Z
ENSMUSG00000026839.17	Upp2	protein_coding	3.0			1.0	GZ
ENSMUSG00000026837.16	Col5a1	protein_coding	3.0			1.0	GZ
ENSMUSG00000026836.15	Acvr1	protein_coding	2.0			1.0	GZ
ENSMUSG00000026890.19	Lhx6	protein_coding	4.0	1.0		2.0	GHZ
ENSMUSG00000026834.13	Acvr1c	protein_coding	1.0	1.0		1.0	GHZ
ENSMUSG00000026826.13	Nr4a2	protein_coding				2.0	Z
ENSMUSG00000026825.17	Dnm1	protein_coding				2.0	Z
ENSMUSG00000026824.11	Kcnj3	protein_coding	1.0				G
ENSMUSG00000026821.16	Ralgds	protein_coding	2.0			1.0	GZ
ENSMUSG00000026817.14	Ak1	protein_coding	1.0			1.0	GZ
ENSMUSG00000026814.16	Eng	protein_coding	1.0			1.0	GZ
ENSMUSG00000026805.14	Barhl1	protein_coding	2.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000026787.3	Gad2	protein_coding				2.0	Z
ENSMUSG00000026833.18	Olfm1	protein_coding	3.0			7.0	GZ
ENSMUSG00000027175.10	Tcp11l1	protein_coding				1.0	Z
ENSMUSG00000026932.14	Nacc2	protein_coding	2.0			6.0	GZ
ENSMUSG00000026940.3	Ccdc183	protein_coding	1.0				G
ENSMUSG00000027171.10	Prrg4	protein_coding				1.0	Z
ENSMUSG00000027168.21	Pax6	protein_coding	2.0	1.0	1.0		GHS
ENSMUSG00000027167.11	Elp4	protein_coding			1.0		S
ENSMUSG00000027111.16	Itga6	protein_coding	1.0			1.0	GZ
ENSMUSG00000027102.4	Hoxd8	protein_coding	4.0	3.0		6.0	GHZ
ENSMUSG00000027070.14	Lrp2	protein_coding				2.0	Z
ENSMUSG00000027035.10	Cers6	protein_coding				4.0	Z
ENSMUSG00000027030.15	Stk39	protein_coding	2.0			3.0	GZ
ENSMUSG00000026934.15	Lhx3	protein_coding	1.0				G
ENSMUSG00000027016.17	Zfp385b	protein_coding	1.0			9.0	GZ
ENSMUSG00000027002.13	Nckap1	protein_coding	2.0			5.0	GZ
ENSMUSG00000026994.9	Galnt3	protein_coding				3.0	Z
ENSMUSG00000026991.20	Pkp4	protein_coding	1.0			3.0	GZ
ENSMUSG00000026970.16	Rbms1	protein_coding	3.0	1.0		3.0	GHZ
ENSMUSG00000026961.6	Lrrc26	protein_coding			1.0	5.0	SZ
ENSMUSG00000026959.13	Grin1	protein_coding				3.0	Z
ENSMUSG00000026950.18	Neb	protein_coding				1.0	Z
ENSMUSG00000026944.18	Abca2	protein_coding		1.0			H
ENSMUSG00000027004.3	Frzb	protein_coding	1.0	2.0			GH
ENSMUSG00000022150.16	Dab2	protein_coding				2.0	Z
ENSMUSG00000022146.12	Osmr	protein_coding				2.0	Z
ENSMUSG00000022144.4	Gdnf	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000009210.10	Prr29	protein_coding				1.0	Z
ENSMUSG00000009097.10	Tbx1	protein_coding	3.0	1.0	2.0	3.0	GHSZ
ENSMUSG00000009075.2	Cabp7	protein_coding	2.0			4.0	GZ
ENSMUSG00000008999.7	Bmp7	protein_coding	4.0			4.0	GZ
ENSMUSG00000008855.17	Hdac5	protein_coding	1.0				G
ENSMUSG00000008734.9	Gprc5b	protein_coding	3.0			4.0	GZ
ENSMUSG00000008658.16	Rbfox1	protein_coding	1.0			2.0	GZ
ENSMUSG00000008601.12	Rab25	protein_coding		1.0			H
ENSMUSG00000009216.7	Fam163b	protein_coding	1.0			6.0	GZ
ENSMUSG00000008575.17	Nfib	protein_coding	6.0	1.0		11.0	GHZ
ENSMUSG00000008305.18	Tle1	protein_coding	1.0			1.0	GZ
ENSMUSG00000008136.14	Fhl2	protein_coding		3.0		1.0	HZ
ENSMUSG00000008090.14	Fgfrl1	protein_coding	1.0			1.0	GZ
ENSMUSG00000007989.7	Fzd3	protein_coding	2.0			1.0	GZ
ENSMUSG00000007950.9	Abhd8	protein_coding	1.0				G
ENSMUSG00000007946.11	Phox2a	protein_coding	1.0			1.0	GZ
ENSMUSG00000007944.8	Ttc9b	protein_coding	2.0				G
ENSMUSG00000007888.15	Crlf1	protein_coding	2.0			6.0	GZ
ENSMUSG00000008489.18	Elavl2	protein_coding	2.0	2.0	1.0	4.0	GHSZ
ENSMUSG00000007805.4	Twist2	protein_coding	3.0	1.0		5.0	GHZ
ENSMUSG00000009248.6	Ascl2	protein_coding	1.0			3.0	GZ
ENSMUSG00000009376.15	Met	protein_coding	3.0			5.0	GZ
ENSMUSG00000010067.13	Rassf1	protein_coding				2.0	Z
ENSMUSG00000010066.15	Cacna2d2	protein_coding	6.0			3.0	GZ
ENSMUSG00000010064.15	Slc38a3	protein_coding	3.0			1.0	GZ
ENSMUSG00000010021.13	Kif19a	protein_coding	1.0				G
ENSMUSG00000009900.7	Wnt3a	protein_coding	2.0			4.0	GZ
ENSMUSG00000009876.13	Cox4i2	protein_coding				1.0	Z
ENSMUSG00000009828.15	Cilk1	protein_coding	3.0			1.0	GZ
ENSMUSG00000009739.17	Pou6f1	protein_coding	3.0				G
ENSMUSG00000009292.18	Trpm2	protein_coding	2.0			2.0	GZ
ENSMUSG00000009681.10	Bcr	protein_coding	1.0			3.0	GZ
ENSMUSG00000009596.9	Taf7l	protein_coding	2.0			2.0	GZ
ENSMUSG00000009569.14	Mrtfb	protein_coding				1.0	Z
ENSMUSG00000009551.2	6330409D20Rik	protein_coding	2.0	1.0		1.0	GHZ
ENSMUSG00000009545.14	Kcnq1	protein_coding	2.0			5.0	GZ
ENSMUSG00000009471.4	Myod1	protein_coding				3.0	Z
ENSMUSG00000009418.16	Nav1	protein_coding	3.0	1.0	1.0	2.0	GHSZ
ENSMUSG00000009394.13	Syn2	protein_coding				2.0	Z
ENSMUSG00000009378.4	Slc16a12	protein_coding	1.0			2.0	GZ
ENSMUSG00000009633.3	G0s2	protein_coding	1.0		1.0		GS
ENSMUSG00000010080.15	Epn3	protein_coding	1.0			1.0	GZ
ENSMUSG00000007655.16	Cav1	protein_coding				1.0	Z
ENSMUSG00000007613.15	Tgfbr1	protein_coding				1.0	Z
ENSMUSG00000006435.16	Neurl1a	protein_coding	4.0			7.0	GZ
ENSMUSG00000006411.12	Nectin4	protein_coding	2.0				G
ENSMUSG00000006369.14	Fbln1	protein_coding	2.0				G
ENSMUSG00000006356.10	Crip2	protein_coding	1.0			3.0	GZ
ENSMUSG00000006270.7	Vax1	protein_coding		1.0	1.0	3.0	HSZ
ENSMUSG00000006269.7	Atp6v1b1	protein_coding		1.0			H
ENSMUSG00000006219.12	Fblim1	protein_coding	2.0			1.0	GZ
ENSMUSG00000006218.4	Fam131c	protein_coding	1.0				G
ENSMUSG00000006445.3	Epha2	protein_coding	2.0			1.0	GZ
ENSMUSG00000006205.13	Htra1	protein_coding	1.0			3.0	GZ
ENSMUSG00000005958.15	Ephb3	protein_coding	1.0	2.0		1.0	GHZ
ENSMUSG00000005950.14	P2rx5	protein_coding				1.0	Z
ENSMUSG00000005917.15	Otx1	protein_coding	3.0	1.0		4.0	GHZ
ENSMUSG00000005836.10	Gata6	protein_coding	1.0			1.0	GZ
ENSMUSG00000005803.14	Sqor	protein_coding		1.0			H
ENSMUSG00000005716.16	Pvalb	protein_coding	1.0			1.0	GZ
ENSMUSG00000005672.12	Kit	protein_coding	2.0	1.0		4.0	GHZ
ENSMUSG00000005580.11	Adcy9	protein_coding		1.0		2.0	HZ
ENSMUSG00000006154.13	Eps8l1	protein_coding		1.0			H
ENSMUSG00000007653.12	Gabrb2	protein_coding	1.0			1.0	GZ
ENSMUSG00000006538.12	Ihh	protein_coding	3.0			2.0	GZ
ENSMUSG00000006567.11	Atp7b	protein_coding				1.0	Z
ENSMUSG00000007610.15	Gtpbp3	protein_coding				1.0	Z
ENSMUSG00000007594.10	Hapln4	protein_coding		1.0		1.0	HZ
ENSMUSG00000007379.15	Dennd2c	protein_coding	2.0			2.0	GZ
ENSMUSG00000007279.14	Scube2	protein_coding	2.0	1.0		3.0	GHZ
ENSMUSG00000007097.14	Atp1a2	protein_coding	1.0				G
ENSMUSG00000007021.5	Syngr3	protein_coding	2.0			3.0	GZ
ENSMUSG00000006958.14	Chrd	protein_coding	3.0				G
ENSMUSG00000006931.15	P3h4	protein_coding	1.0	1.0		1.0	GHZ
